SCENARIO ID,DATE,EVENT TYPE,PROCESS AREA,LOSS AMOUNT(USD),FREQUENCY,SEVERITY,OPVAR(%),ML,GDP (%),VIX,TARGET,MONTH,QUARTER,YEAR,DAY_OF_WEEK,LOSS_PER_FREQ,SEV_OPVAR_RATIO,RISK_COMPOSITE,GDP_VIX_RATIO,EVENT_ENC,PROCESS_ENC,SCENARIO_PREFIX,SCENARIO_ENC,ANOMALY_ISO,ANOMALY_SCORE,ZSCORE_LOSS,ANOMALY_Z,ANOMALY_COMBINED,PREDICTED_LOSS,PREDICTED_TARGET,PROB_HIGH_RISK,RISK_SCORE,ALERT_TIER
OLE-0293,2020-11-17,Cyber-Fraud,Retail Banking,27.28,2,0.79,1.37,1.0,3.4,14,0.0,11,4,2020,1,13.63999999318,0.5766423353455165,2.1646,0.2428571428397959,0,4,OLE,1,0,-0.03952098192091025,1.102830249449874,0,0,44.567568436390644,0,0.020382787728499992,17.466799595230462,LOW
OLE-0793,2014-05-19,Tech Failure,ATM Network,18.1,4,0.75,0.53,1.0,2.8,14,0.0,5,2,2014,0,4.524999998868751,1.4150943369526523,1.59,0.19999999998571427,4,0,OLE,1,0,-0.008734180189521212,1.2229367169652263,0,0,20.68371186479637,0,0.0596673770813357,19.588942155833045,LOW
ALE-0200,2015-10-12,Cyber-Fraud,E-Banking,178.81,3,1.42,2.42,2.89,2.7,22,0.0,10,4,2015,0,59.603333313465555,0.5867768592616625,10.309199999999999,0.12272727272169422,0,1,ALE,0,0,-0.07681262702241515,0.879711474145042,0,0,171.13791610041432,0,0.016061393463365492,31.991038400322363,MEDIUM
ALE-0257,2017-04-29,Tech Failure,Online Services,103.82,4,1.16,3.05,2.25,2.7,28,0.0,4,2,2017,5,25.954999993511247,0.38032786872776136,14.151999999999997,0.09642857142512756,4,2,ALE,0,0,-0.031367314929836354,0.1014196804275362,0,0,100.55191445529755,0,0.02108196430772231,27.631998334685747,LOW
OLE-0142,2019-04-02,Data Breach,Payments,46.7,4,1.25,1.14,1.0,3.5,17,,4,2,2019,1,11.674999997081251,1.0964912271083411,5.699999999999999,0.20588235292906573,1,3,OLE,1,0,-0.09564119882186689,0.8487488116341725,0,0,51.031957202190775,0,0.003560213729252651,9.600270569209911,LOW
ALE-0069,2014-08-11,Phishing,Retail Banking,145.55,2,2.7,1.89,2.02,2.7,22,,8,3,2014,0,72.7749999636125,1.4285714278155708,10.206,0.12272727272169422,2,4,ALE,0,0,-0.0611970478458731,0.44455449053277457,0,0,189.64194319193138,0,0.042566070080911116,38.18348169076392,MEDIUM
OLE-0003,2015-11-05,Tech Failure,Retail Banking,81.41,5,0.69,1.27,1.0,2.7,20,,11,4,2015,3,16.2819999967436,0.5433070861863722,4.3815,0.13499999999325002,4,4,OLE,1,0,-0.06664609095783514,0.39462076289148434,0,0,68.52330683774947,0,0.005256192386578114,16.743814402086933,LOW
OLE-0577,2016-02-09,System Failure,Payments,85.33,2,0.42,0.89,1.0,3.4,16,,2,1,2016,1,42.664999978667495,0.47191011182931447,0.7475999999999999,0.21249999998671876,3,3,OLE,1,0,-0.06745315034547361,0.34333346957338184,0,0,67.12942904053997,0,0.0027226890756302524,16.313224491343597,LOW
ALE-0456,2015-04-20,Data Breach,E-Banking,161.3,5,1.37,1.24,1.05,3.6,25,,4,2,2015,0,32.259999993548,1.1048387087864204,8.494,0.14399999999424,1,1,ALE,0,0,-0.07503973888979754,0.6506195083287221,0,0,133.6448441011559,0,0.01460273485669381,26.219674447141127,LOW
OLE-0340,2018-10-22,System Failure,ATM Network,11.0,2,1.3,1.21,1.0,3.4,18,,10,4,2018,0,5.49999999725,1.0743801644013387,3.146,0.18888888887839506,3,0,OLE,1,0,-0.07340460317820574,1.3158295186383202,0,0,22.367433799013938,0,0.0007612393751794016,8.22067237474697,LOW
OLE-0807,2020-04-27,Data Breach,Payments,50.16,1,0.86,0.55,1.0,2.8,24,0.0,4,2,2020,0,50.15999994983999,1.5636363607933883,0.47300000000000003,0.11666666666180554,1,3,OLE,1,0,-0.026613952077285452,0.8034799251850311,0,0,67.91921995350594,0,0.07166709669621704,24.899037380260076,LOW
OLE-0266,2016-10-06,System Failure,Payments,55.08,3,1.18,1.38,1.0,2.8,19,,10,4,2016,3,18.35999999388,0.8550724631484982,4.885199999999999,0.14736842104487533,3,3,OLE,1,0,-0.09886292575642242,0.739109138673535,0,0,61.327496612102706,0,0.00035294231753397944,10.65387077261907,LOW
OLE-0377,2020-04-15,System Failure,Retail Banking,69.94,3,1.26,0.6,1.0,3.4,20,0.0,4,2,2020,2,23.313333325562223,2.0999999965000002,2.2680000000000002,0.1699999999915,3,4,OLE,1,0,-0.06076013105597833,0.5446884298197078,0,0,66.08339149400062,0,0.02158701717790484,17.79754009709088,LOW
ALE-0022,2019-11-04,Tech Failure,ATM Network,75.13,4,2.94,1.71,1.25,2.6,29,0.0,11,4,2019,0,18.782499995304374,1.7192982446085974,20.1096,0.08965517241070155,4,0,ALE,0,1,0.023200000597749626,0.4767851001459955,0,1,86.34783199836623,1,0.6771077611207992,56.40568366890991,HIGH
OLE-0440,2020-01-10,Data Breach,E-Banking,31.26,4,0.83,1.12,1.0,3.8,16,,1,1,2020,4,7.81499999804625,0.7410714279097574,3.7184000000000004,0.23749999998515625,1,1,OLE,1,0,-0.06092725216272299,1.050757946540168,0,0,30.873665719498483,0,0.03345962929734817,12.569885001503486,LOW
OLE-0272,2024-01-09,System Failure,ATM Network,70.69,1,0.56,0.77,1.0,2.9,21,,1,1,2024,1,70.68999992930999,0.7272727263282173,0.4312,0.13809523808866211,3,0,OLE,1,0,-0.05868278430249374,0.5348758099246627,0,0,70.74011666689182,0,0.1074648775793271,21.85391963602118,LOW
OLE-0245,2021-05-22,Data Breach,Retail Banking,69.51,4,1.06,0.63,1.0,3.3,14,0.0,5,2,2021,5,17.377499995655626,1.682539679868985,2.6712000000000002,0.23571428569744896,1,4,OLE,1,0,-0.030538945503364112,0.5503143318928668,0,0,66.8604283457817,0,0.12299817566755204,25.945530539568125,LOW
ALE-1127,2016-08-07,Tech Failure,Retail Banking,123.01,4,1.06,1.76,2.02,3.7,20,,8,3,2016,6,30.752499992311876,0.6022727269305269,7.462400000000001,0.18499999999075,4,4,ALE,0,0,-0.05713176047134394,0.1496525539536851,0,0,119.11040986802838,0,0.009534096770082863,26.374487461283675,LOW
OLE-0669,2018-09-16,System Failure,E-Banking,63.56,1,0.72,1.33,1.0,3.2,17,,9,3,2018,6,63.55999993644,0.541353383051614,0.9576,0.1882352941065744,3,1,OLE,1,0,-0.05630013927727606,0.6281611163935582,0,0,63.55981016237657,0,0.06261976484635784,19.49135081995929,LOW
OLE-0757,2023-01-26,Data Breach,ATM Network,41.28,5,1.43,1.17,1.0,3.5,14,,1,1,2023,3,8.2559999983488,1.2222222211775877,8.365499999999999,0.24999999998214287,1,0,OLE,1,0,-0.022856217044546434,0.9196613447423653,0,0,40.19351597200658,0,0.07226444825858228,21.052103048319864,LOW
OLE-0650,2019-11-16,System Failure,E-Banking,74.6,4,0.86,1.29,1.0,3.4,24,0.0,11,4,2019,5,18.6499999953375,0.6666666661498707,4.4376,0.14166666666076388,3,1,OLE,1,0,-0.08195343038922698,0.4837193515384941,0,0,66.90653291110971,0,0.00017247073501889837,14.041459508778392,LOW
OLE-0608,2014-04-07,Tech Failure,ATM Network,30.7,4,1.45,1.14,1.0,3.6,14,0.0,4,2,2014,0,7.674999998081249,1.2719298234456755,6.611999999999999,0.2571428571244898,4,0,OLE,1,0,-0.006274600518450302,1.0580847027284683,0,0,35.863488356852116,0,0.22441281224450282,28.141455107003722,LOW
OLE-0416,2019-09-23,Cyber-Fraud,Payments,89.92,4,1.47,1.29,1.0,3.5,22,0.0,9,3,2019,0,22.47999999438,1.1395348828375698,7.5852,0.15909090908367768,0,3,OLE,1,0,-0.06778914132532865,0.28328023581570566,0,0,76.58124124336982,0,0.0004229588272918667,17.69122187524047,LOW
OLE-0274,2020-12-11,Data Breach,Retail Banking,40.98,2,1.27,1.32,1.0,3.9,21,,12,4,2020,4,20.489999989755,0.9621212113923323,3.3528000000000002,0.18571428570544218,1,4,OLE,1,0,-0.07621066492413836,0.9235863927003832,0,0,58.344513701868465,0,0.0,13.519457788446449,LOW
ALE-0769,2014-04-19,Cyber-Fraud,E-Banking,167.44,4,2.98,2.71,2.3,3.6,26,,4,2,2014,5,41.859999989535,1.0996309959041952,32.3032,0.138461538456213,0,1,ALE,0,0,-0.02558143138697988,0.730952156536158,0,0,174.30713662860174,0,0.02744872112206418,40.48070080508238,MEDIUM
OLE-0251,2019-12-22,Tech Failure,ATM Network,48.19,4,0.97,1.0,1.0,3.6,14,0.0,12,4,2019,6,12.047499996988124,0.9699999990299999,3.88,0.2571428571244898,4,0,OLE,1,0,-0.003762489741994335,0.8292544067760163,0,0,50.853979534651835,0,0.246248985421635,31.669717293212518,MEDIUM
OLE-0414,2015-12-05,Cyber-Fraud,Payments,12.98,1,0.47,1.05,1.0,2.7,18,,12,4,2015,5,12.97999998702,0.4476190471927437,0.4935,0.1499999999916667,0,3,OLE,1,0,-0.06945999952304593,1.2899242021154012,0,0,34.25455166070657,0,0.026286422183574295,11.594939091119288,LOW
ALE-0596,2017-06-16,System Failure,Retail Banking,128.89,3,2.0,2.74,3.37,3.3,23,,6,2,2017,4,42.963333319012214,0.7299270070328733,16.44,0.14347826086332702,3,4,ALE,0,0,-0.10025438675441906,0.2265834939308386,0,0,157.749618426045,0,0.0019273674382033516,25.889130632344376,LOW
ALE-1202,2018-10-16,Tech Failure,Payments,206.49,2,1.88,3.14,2.77,3.6,24,0.0,10,4,2018,1,103.2449999483775,0.5987261144590044,11.8064,0.14999999999375,4,3,ALE,0,0,-0.061886445731009376,1.241862565738174,0,0,206.7985248391847,0,0.21769773000031786,46.94870962319601,MEDIUM
OLE-0311,2016-05-03,System Failure,Retail Banking,47.55,1,0.62,1.44,1.0,3.5,14,,5,2,2016,1,47.549999952449994,0.43055555525655864,0.8927999999999999,0.24999999998214287,3,4,OLE,1,0,-0.02619709143712201,0.837627842419788,0,0,63.38911029236123,0,0.04406788751890741,23.27191198423611,LOW
OLE-0728,2017-05-17,Tech Failure,Retail Banking,74.02,3,1.23,0.67,1.0,3.2,14,,5,2,2017,2,24.67333332510889,1.8358208927823567,2.4723,0.22857142855510204,4,4,OLE,1,0,-0.01839952565197278,0.4913077775906623,0,0,73.38831099158722,0,0.14452548025325057,29.538033202703872,LOW
ALE-0610,2014-04-13,Phishing,Online Services,205.96,2,2.69,2.13,1.97,2.8,20,,4,2,2014,6,102.97999994851,1.2629107975291498,11.459399999999999,0.139999999993,2,2,ALE,0,0,-0.0705684661132217,1.2349283143456755,0,0,208.37815220744653,0,0.04031914257213518,39.70704506111969,MEDIUM
OLE-0426,2024-01-21,Tech Failure,ATM Network,12.35,2,0.96,1.34,1.0,2.7,15,,1,1,2024,6,6.1749999969125,0.7164179099131208,2.5728,0.179999999988,4,0,OLE,1,0,-0.02658329521284941,1.298166802827239,0,0,21.049468141128017,0,0.021343807990330695,15.663206768745619,LOW
ALE-1226,2015-09-12,Cyber-Fraud,Retail Banking,123.9,2,2.74,1.5,1.69,3.2,24,0.0,9,3,2015,5,61.949999969025,1.826666665448889,8.22,0.13333333332777778,0,4,ALE,0,0,-0.059212995693260995,0.16129686289580533,0,0,160.3570438685914,0,0.013713823582365963,32.79439409246181,MEDIUM
OLE-0679,2018-02-05,Data Breach,E-Banking,22.92,3,1.39,0.88,1.0,3.4,20,,2,1,2018,0,7.639999997453334,1.5795454527505164,3.6696,0.1699999999915,1,1,OLE,1,0,-0.07884582179438204,1.1598742797730697,0,0,28.540186315102922,0,0.00393930474679316,8.511259768757377,LOW
ALE-0910,2014-05-13,System Failure,Retail Banking,167.62,3,1.3,2.71,2.96,2.6,16,,5,2,2014,1,55.87333331470889,0.47970479687095763,10.569,0.16249999998984377,3,4,ALE,0,0,-0.06003077583601801,0.7333071853109688,0,0,165.58342081087685,0,0.013533054464652063,33.500963417265474,MEDIUM
ALE-0681,2016-07-02,System Failure,E-Banking,178.56,5,1.7,2.5,1.84,2.9,23,0.0,7,3,2016,5,35.7119999928576,0.679999999728,21.25,0.1260869565162571,3,1,ALE,0,0,-0.09735109098896172,0.8764406008466936,0,0,160.2417095181892,0,0.002001995279725036,26.719275751582632,LOW
ALE-0579,2018-07-18,Data Breach,Online Services,58.05,4,1.69,3.35,2.29,2.7,19,,7,3,2018,2,14.512499996371874,0.5044776117897082,22.646,0.14210526315041552,1,2,ALE,0,0,-0.07316683170694388,0.7002511638891564,0,0,68.22624194212915,0,0.019103464138678767,16.21559244443814,LOW
ALE-0316,2018-03-07,Phishing,ATM Network,286.48,3,1.63,1.76,1.48,3.7,17,,3,1,2018,2,95.49333330150223,0.9261363631101497,8.606399999999999,0.21764705881072666,2,0,ALE,0,0,-0.053877380647921025,2.28841118627772,0,0,229.26689139105414,0,0.12196835782087831,48.36931971717047,MEDIUM
OLE-0846,2023-03-27,System Failure,E-Banking,36.39,3,1.1,0.79,1.0,3.4,15,0.0,3,1,2023,0,12.129999995956666,1.3924050615286012,2.607,0.22666666665155555,3,1,OLE,1,0,-0.06037768006286559,0.9836396264580595,0,0,47.73905603776811,0,0.015227237841177868,14.704349733203243,LOW
OLE-0527,2020-01-04,Data Breach,E-Banking,32.44,2,0.95,1.49,1.0,3.8,24,0.0,1,1,2020,5,16.21999999189,0.6375838921895409,2.831,0.1583333333267361,1,1,OLE,1,0,-0.08285957610799949,1.0353194245719637,0,0,48.43228444198136,0,0.00011644832605531295,10.957378156541209,LOW
OLE-0716,2019-12-22,System Failure,ATM Network,33.37,1,0.9,1.27,1.0,3.2,22,,12,4,2019,6,33.36999996663,0.7086614167648335,1.143,0.1454545454479339,3,0,OLE,1,0,-0.06081427008821888,1.0231517759021078,0,0,50.27433135490403,0,0.0033238178863660497,14.627644165541378,LOW
ALE-0353,2019-01-20,Phishing,ATM Network,214.0,5,2.95,3.22,3.23,2.7,29,,1,1,2019,6,42.79999999144,0.916149068038463,47.495000000000005,0.09310344827265161,2,0,ALE,0,1,0.03879362117076213,1.340119599620559,0,1,179.12056546896324,1,0.6837780789208742,73.75180721872529,CRITICAL
OLE-0183,2016-03-10,Data Breach,Retail Banking,43.32,2,0.39,0.91,1.0,3.1,19,,3,1,2016,3,21.65999998917,0.428571428100471,0.7098000000000001,0.16315789472825484,1,4,OLE,1,0,-0.087074823634269,0.8929710186278424,0,0,49.856700781802644,0,0.00018034253328370973,10.562792316798554,LOW
OLE-0171,2025-02-09,Tech Failure,Payments,108.82,5,1.18,0.65,1.0,3.8,18,,2,1,2025,6,21.763999995647197,1.815384612591716,3.835,0.21111111109938271,4,3,OLE,1,0,-0.02651304457507042,0.036002214460568734,0,0,86.07125301152817,0,0.018431302955210973,25.947263790393393,LOW
ALE-0861,2014-09-04,Phishing,Payments,137.11,4,2.21,2.82,2.79,3.6,17,,9,3,2014,3,34.27749999143063,0.7836879429845078,24.9288,0.2117647058698962,2,3,ALE,0,0,-0.06285287198171258,0.3341298079805335,0,0,143.47312449325946,0,0.013972705911164679,29.57034341112531,LOW
OLE-0840,2025-01-16,Tech Failure,Retail Banking,5.0,2,0.37,0.61,1.0,2.8,16,0.0,1,1,2025,3,2.49999999875,0.606557376054824,0.45139999999999997,0.1749999999890625,4,4,OLE,1,0,-0.041932414576424826,1.3943304777986811,0,0,11.71026571208098,0,0.03401129270246555,12.343682202095511,LOW
OLE-0188,2024-05-02,System Failure,Retail Banking,27.27,5,0.34,0.71,1.0,3.1,22,,5,2,2024,3,5.453999998909199,0.47887323876215043,1.207,0.14090909090268594,3,4,OLE,1,0,-0.08069030907516678,1.102961084381808,0,0,24.839080239908213,0,0.002803293352955841,7.607811694780016,LOW
OLE-0620,2025-02-03,Cyber-Fraud,Retail Banking,5.0,3,0.5,0.88,1.0,3.0,22,,2,1,2025,0,1.6666666661111111,0.568181817536157,1.32,0.136363636357438,0,4,OLE,1,0,-0.04929093499960058,1.3943304777986811,0,0,12.15120261552853,0,0.0028726502255914024,10.234673671650256,LOW
ALE-1012,2016-04-03,Cyber-Fraud,Payments,227.73,2,2.87,1.83,1.58,2.8,21,,4,2,2016,6,113.86499994306749,1.568306010071964,10.5042,0.1333333333269841,0,3,ALE,0,0,-0.04583185655345923,1.5197559611658515,0,0,217.37584820162442,0,0.07608144834512796,46.0570477591158,MEDIUM
OLE-0159,2024-03-21,System Failure,Payments,47.65,2,0.5,0.93,1.0,2.7,21,0.0,3,1,2024,3,23.824999988087498,0.537634408024049,0.93,0.12857142856530612,3,3,OLE,1,0,-0.08113798419484519,0.8363194931004487,0,0,50.325670208913984,0,0.002892624857216519,11.611576090499213,LOW
ALE-0339,2014-08-17,Phishing,ATM Network,141.76,3,2.24,3.32,3.95,2.5,17,,8,3,2014,6,47.25333331758222,0.6746987949775004,22.3104,0.14705882352076124,2,0,ALE,0,0,-0.02293160002055239,0.39496805132981294,0,0,174.88270330480617,0,0.059880351420438425,42.09999080291305,MEDIUM
OLE-0273,2022-08-22,System Failure,E-Banking,101.15,2,1.02,1.09,1.0,3.1,20,,8,3,2022,0,50.5749999747125,0.9357798156552477,2.2236000000000002,0.15499999999225,3,1,OLE,1,0,-0.0877451805012936,0.13635260725389667,0,0,90.02325903748506,0,0.008902042721507882,17.178216600458036,LOW
OLE-0615,2024-07-08,Cyber-Fraud,Retail Banking,47.54,3,0.61,0.85,1.0,3.7,15,,7,3,2024,0,15.846666661384443,0.7176470579792388,1.5555,0.24666666665022224,0,4,OLE,1,0,-0.030147877128912315,0.8377586773517219,0,0,53.59956635589836,0,0.019758455383852094,20.273993251046903,LOW
ALE-0898,2017-01-29,Cyber-Fraud,Retail Banking,195.32,1,1.11,3.31,2.95,2.6,25,0.0,1,1,2017,6,195.31999980467998,0.33534743192285577,3.6741000000000006,0.10399999999584,0,4,ALE,0,1,0.034338401180276534,1.0957199467679686,0,1,189.37217893279356,1,0.7713322213390622,77.79241422440015,CRITICAL
ALE-1217,2019-02-25,Phishing,Payments,106.0,4,2.47,3.0,2.07,3.1,23,,2,1,2019,0,26.499999993375,0.8233333330588889,29.64,0.13478260868979206,2,3,ALE,0,0,-0.06156732634645562,0.0728976652659383,0,0,110.62210021220422,0,0.017632889115242058,24.646718386894413,LOW
ALE-0712,2016-10-30,System Failure,E-Banking,27.49,1,2.18,1.32,1.39,2.6,27,,10,4,2016,6,27.489999972509995,1.6515151502640035,2.8776,0.09629629629272977,3,1,ALE,0,0,-0.023399467435408328,1.1000827158792617,0,0,61.86401899767995,0,0.14072919436166295,26.825918966940925,LOW
OLE-0372,2024-09-24,System Failure,Retail Banking,94.36,4,0.68,1.19,1.0,2.9,22,,9,3,2024,1,23.5899999941025,0.5714285709483794,3.2368,0.13181818181219007,3,4,OLE,1,0,-0.08561391324865675,0.22518952603703857,0,0,75.83142620747411,0,0.00035294231753397944,14.92995225057953,LOW
OLE-0223,2024-05-02,Tech Failure,Payments,25.33,1,1.45,1.02,1.0,4.0,20,0.0,5,2,2024,3,25.329999974669995,1.4215686260572855,1.4789999999999999,0.19999999999,4,3,OLE,1,0,-0.05179117732249827,1.1283430611769916,0,0,49.48507914153802,0,0.019734287692183966,16.41204542756579,LOW
OLE-0594,2019-04-08,System Failure,ATM Network,17.32,4,1.05,1.14,1.0,3.8,24,,4,2,2019,0,4.3299999989175,0.9210526307710065,4.787999999999999,0.1583333333267361,3,0,OLE,1,0,-0.05315532659134903,1.2331418416560733,0,0,21.78423624460628,0,0.006810707950705431,11.33748948922724,LOW
ALE-0068,2018-05-24,Data Breach,Retail Banking,40.0,2,1.53,1.36,1.58,3.2,27,0.0,5,2,2018,3,19.99999999,1.124999999172794,4.1616,0.11851851851412895,1,4,ALE,0,0,-0.07634851865836517,0.9364082160299089,0,0,60.75351562205353,0,0.006013739796139639,14.093934710356889,LOW
ALE-0991,2014-12-09,Data Breach,Online Services,213.25,5,1.42,1.25,1.06,3.9,22,0.0,12,4,2014,1,42.64999999147,1.1359999990912,8.875,0.17727272726466942,1,2,ALE,0,0,-0.07744610048339551,1.330306979725514,0,0,176.311262000249,0,0.007853738120667348,32.4354932937556,MEDIUM
ALE-1237,2014-01-25,Data Breach,Online Services,138.21,4,1.16,3.11,3.03,3.1,18,,1,1,2014,5,34.55249999136188,0.37299035357781657,14.430399999999999,0.17222222221265432,1,2,ALE,0,0,-0.08453463605365669,0.3485216504932663,0,0,142.50018346476418,0,0.011742134534973409,26.126776186243493,LOW
OLE-0519,2020-04-03,System Failure,Retail Banking,82.29,5,0.86,0.91,1.0,3.7,18,,4,2,2020,4,16.457999996708402,0.9450549440164231,3.913,0.20555555554413582,3,4,OLE,1,0,-0.08914589852142851,0.38310728888129797,0,0,70.82358312729014,0,5.602240896358543e-05,13.597500783091624,LOW
OLE-0781,2023-11-28,System Failure,ATM Network,30.39,4,0.86,0.56,1.0,2.9,19,0.0,11,4,2023,1,7.597499998100625,1.5357142829719388,1.9264000000000001,0.15263157893933518,3,0,OLE,1,0,-0.068952772385589,1.0621405856184203,0,0,29.3487419843911,0,0.008227240466781516,10.255143656214269,LOW
OLE-0335,2018-12-27,System Failure,Payments,34.51,4,1.28,1.35,1.0,3.9,16,,12,4,2018,3,8.627499997843124,0.9481481474458161,6.912000000000001,0.24374999998476563,3,3,OLE,1,0,-0.04478706871743576,1.008236593661639,0,0,38.392357806153896,0,0.06295702297475766,17.191806081022044,LOW
ALE-0034,2016-01-04,Cyber-Fraud,Retail Banking,113.35,3,1.5,2.88,2.88,3.6,20,,1,1,2016,0,37.78333332073888,0.5208333331524885,12.959999999999999,0.179999999991,0,4,ALE,0,0,-0.04806358920272913,0.023266009705503812,0,0,142.76521448807912,0,0.028492300514362114,32.155297173554246,MEDIUM
ALE-1039,2014-09-04,Data Breach,E-Banking,116.01,2,1.66,3.05,2.15,2.9,28,,9,3,2014,3,58.0049999709975,0.5442622949035205,10.126,0.10357142856772959,1,1,ALE,0,0,-0.07585081769410101,0.058068101599930644,0,0,150.24517300825488,0,0.00969754376253883,28.57683445803097,LOW
ALE-0341,2016-09-18,Tech Failure,Payments,57.75,5,2.89,3.5,3.63,3.6,20,,9,3,2016,6,11.54999999769,0.8257142854783673,50.575,0.179999999991,4,3,ALE,0,1,0.012168523459354597,0.7041762118471744,0,1,65.6337870428537,1,0.7774482598867519,54.97889772282144,HIGH
ALE-0304,2017-09-02,Phishing,Online Services,252.18,3,1.85,2.59,1.74,3.9,26,,9,3,2017,5,84.05999997198,0.7142857140099284,14.374500000000001,0.14999999999423078,2,2,ALE,0,0,-0.07722691145971844,1.839647369744323,0,0,212.0901824485135,0,0.03976541874443065,39.29413489304046,MEDIUM
OLE-0016,2023-03-09,Data Breach,ATM Network,85.61,4,0.49,1.1,1.0,3.0,14,0.0,3,1,2023,3,21.402499994649375,0.4454545450495867,2.156,0.21428571427040816,1,0,OLE,1,0,-0.0557037143175686,0.33967009147923166,0,0,73.42094679131826,0,0.02467461077400104,19.825130002440165,LOW
ALE-0010,2018-06-05,System Failure,ATM Network,304.54,1,2.57,2.05,1.47,3.7,15,,6,2,2018,1,304.53999969546,1.253658535973825,5.2684999999999995,0.24666666665022224,3,0,ALE,0,1,0.040333081323098874,2.5246990733504067,1,1,209.5689350524067,1,0.7882853978955828,82.4961765657112,CRITICAL
ALE-0201,2019-03-21,Data Breach,Payments,259.34,4,1.78,3.02,2.45,2.7,15,0.0,3,1,2019,3,64.83499998379125,0.5894039733147669,21.5024,0.179999999988,1,3,ALE,0,0,-0.060486557986582035,1.93332518100902,0,0,213.79899599843557,0,0.14073774353991314,45.57945259122338,MEDIUM
ALE-0887,2018-05-06,Phishing,Online Services,117.39,2,1.47,1.77,1.66,2.6,23,,5,2,2018,6,58.694999970652496,0.8305084741070573,5.2038,0.11304347825595464,2,2,ALE,0,0,-0.07169784587418992,0.07612332220681362,0,0,144.88635094439553,0,0.009963592922390862,28.345930475862225,LOW
ALE-1050,2015-09-12,Data Breach,ATM Network,177.82,4,0.83,2.87,2.82,3.1,23,0.0,9,3,2015,5,44.45499998888625,0.2891986061710109,9.5284,0.13478260868979206,1,0,ALE,0,0,-0.07736465369745504,0.8667588158835824,0,0,167.2317833140369,0,0.008786212964092382,31.031367306982304,MEDIUM
OLE-0571,2023-03-15,Data Breach,ATM Network,57.29,2,1.28,0.76,1.0,3.7,23,0.0,3,1,2023,2,28.644999985677497,1.6842105240997232,1.9456,0.16086956521039697,1,0,OLE,1,0,-0.06213901252593684,0.7101946187161354,0,0,61.981231586223345,0,0.012463087578575591,16.619456811387405,LOW
OLE-0655,2024-02-14,Cyber-Fraud,Retail Banking,43.98,1,1.48,1.16,1.0,3.7,18,0.0,2,1,2024,2,43.979999956019995,1.275862067865636,1.7167999999999999,0.20555555554413582,0,4,OLE,1,0,-0.07121482093829357,0.8843359131202028,0,0,61.72812557322588,0,0.0034216855907245125,14.918837565248744,LOW
OLE-0773,2014-04-25,Cyber-Fraud,Payments,51.84,1,1.3,1.16,1.0,3.0,21,,4,2,2014,4,51.83999994816,1.120689654206302,1.508,0.14285714285034012,0,3,OLE,1,0,-0.08571230035667221,0.7814996566201299,0,0,58.55885615072331,0,0.004838441078049646,12.316175508460697,LOW
ALE-1210,2019-07-01,Data Breach,Payments,310.6,3,0.81,2.95,2.21,3.7,25,,7,3,2019,0,103.53333329882223,0.27457627109336397,7.168500000000001,0.14799999999408,1,3,ALE,0,0,-0.04595773366991218,2.603985042102371,1,1,228.62554307507307,1,0.678884080493417,68.93162768431588,HIGH
OLE-0466,2016-06-14,Data Breach,Payments,108.06,2,0.95,0.87,1.0,3.4,24,,6,2,2016,1,54.029999972984996,1.091954021733386,1.653,0.14166666666076388,1,3,OLE,1,0,-0.07735641535188059,0.04594566928754767,0,0,84.02410244469283,0,0.0008637301771541257,17.477764767552053,LOW
ALE-0128,2015-07-08,System Failure,Retail Banking,163.62,4,0.88,2.41,1.91,2.8,20,,7,3,2015,2,40.90499998977375,0.36514522806425503,8.4832,0.139999999993,3,4,ALE,0,0,-0.09167277767130433,0.6809732125373948,0,0,153.08929640104958,0,0.007903888435398422,26.625266155006734,LOW
OLE-0200,2019-12-04,Cyber-Fraud,Retail Banking,20.9,4,1.33,0.69,1.0,3.3,17,,12,4,2019,2,5.224999998693749,1.9275362290905276,3.6708,0.19411764704740483,0,4,OLE,1,0,-0.04539501392279166,1.1863029360237247,0,0,23.048234407424296,0,0.008273630803399382,12.739396218036653,LOW
ALE-0507,2019-03-15,Data Breach,ATM Network,280.03,1,2.69,2.81,2.37,3.4,16,,3,1,2019,4,280.02999971996996,0.9572953733248059,7.5589,0.21249999998671876,1,0,ALE,0,1,0.014168461094196672,2.2040226551803315,0,1,237.46713506685217,1,0.8713013346325118,85.97949449483625,CRITICAL
ALE-0345,2019-07-25,Data Breach,Online Services,243.47,5,0.82,1.69,1.37,3.1,27,,7,3,2019,3,48.6939999902612,0.48520710030461117,6.928999999999999,0.11481481481056242,1,2,ALE,0,0,-0.09776587177505786,1.725690144029865,0,0,187.92023791366427,0,0.009606976954353221,31.340728176770266,MEDIUM
ALE-0427,2019-08-24,System Failure,E-Banking,260.68,5,1.02,1.8,1.95,2.5,22,,8,3,2019,5,52.1359999895728,0.5666666663518518,9.18,0.11363636363119835,3,1,ALE,0,0,-0.07792785022859805,1.9508570618881678,0,0,206.61430108406702,0,0.01285452019259844,37.3746790554599,MEDIUM
